BFC.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
AGL.mat,0.8449,0.76667,0.76667,2,1,0.25,1.3,0.11607,0.26,0.65,0.23636,0.23636,0.28889,0.65,0.096535,0.33913,0.26,0.11818,0.16596,0.17727,0.25,0.43333,0.39,0.1,0.17727,0.78,0.01254,0.02371
ABE.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
SACE_YAM.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
BKI.mat,0.8449,0.76667,0.76667,2,1,0.25,1.3,0.11607,0.26,0.65,0.23636,0.23636,0.28889,0.65,0.096535,0.33913,0.26,0.11818,0.16596,0.17727,0.25,0.43333,0.39,0.1,0.17727,0.78,0.01254,0.02371
ABR.mat,0.8449,0.76667,0.76667,2,1,0.25,1.3,0.11607,0.26,0.65,0.23636,0.23636,0.28889,0.65,0.096535,0.33913,0.26,0.11818,0.16596,0.17727,0.25,0.43333,0.39,0.1,0.17727,0.78,0.01254,0.02371
ABQ.mat,0.82143,0.76667,0.76667,2,1,0.21667,1.3,0.10833,0.26,0.65,0.23636,0.23636,0.28889,0.65,0.095122,0.28889,0.26,0.11818,0.1625,0.17727,0.24375,0.43333,0.39,0.1,0.17727,0.65,0.01254,0.021899
BNV.mat,0.8449,0.76667,0.76667,2,1,0.25,1.3,0.11607,0.26,0.65,0.23636,0.23636,0.28889,0.65,0.096535,0.33913,0.26,0.11818,0.16596,0.17727,0.25,0.43333,0.39,0.1,0.17727,0.78,0.01254,0.02371
BPB.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
BPT.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
BQM.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
BFK.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
BQS.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
BQE.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
AIN.mat,0.8449,0.76667,0.76667,2,1,0.25,1.3,0.11607,0.26,0.65,0.23636,0.23636,0.28889,0.65,0.096535,0.33913,0.26,0.11818,0.16596,0.17727,0.25,0.43333,0.39,0.1,0.17727,0.78,0.01254,0.02371
BQR.mat,1.5,1.5,1.5,2,1,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.71473,0.67462,0.65825,0.53933,0.96011,1.9874,1.2667,0.42362,0.56564,0.98635,0.08794,0.18038
BLT.mat,1.5,1.5,1.5,2,0,0.96011,1.9485,0.77195,1.4734,1.5,1.0845,1.0767,1.1074,2.8239,0.77781,0.74076,0.70857,0.67462,0.65825,0.53455,0.96011,1.9874,1.2667,0.42077,0.56038,0,0,0.18016
